	Reaction SMILES	Yield
10	Fc1cccc(c1c1ccno1)F.Clc1cccnc1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1cccnc1	0.08504748029999999
11	c1ccc(cc1)c1nocc1.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Clc1cccnc1.Cc1ccc(cc1)N.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1cccnc1	0.18412337
12	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1cccs1.CCc1ccc(cc1)Cl>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.01036456102
13	CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.Cc1noc(c1)c1ccccc1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCc1ccc(cc1)Cl>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.04961974313
14	c1ccc(cc1)CN(c1nocc1)Cc1ccccc1.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Brc1ccccn1.Cc1ccc(cc1)N>>Cc1ccc(cc1)Nc1ccccn1	0.5541075315999999
15	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Clc1cccnc1.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1ccco1>>Cc1ccc(cc1)Nc1cccnc1	0.0
16	Ic1cccnc1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1cnoc1C>>Cc1ccc(cc1)Nc1cccnc1	0.1436942688
17	c1ccc(cc1)CN(c1nocc1)Cc1ccccc1.CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Clc1ccccn1.Cc1ccc(cc1)N>>Cc1ccc(cc1)Nc1ccccn1	0.6239976577
18	CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.Cc1noc(c1)c1ccccc1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCc1ccc(cc1)I>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.7308177999000001
19	Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)Br.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1onc(c1)OC>>COc1ccc(cc1)Nc1ccc(cc1)C	0.4252691913
20	c1ccc(cc1)CN(c1nocc1)Cc1ccccc1.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Brc1ccccn1.Cc1ccc(cc1)N.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1ccccn1	0.6457811697
21	c1ccc(cc1)CN(c1ccno1)Cc1ccccc1.FC(c1ccc(cc1)I)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.3818576353000001
22	CN(C(=NC(C)(C)C)N(C)C)C.Brc1cccnc1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCOC(=O)c1ccon1>>Cc1ccc(cc1)Nc1cccnc1	0.597949718
23	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1ccco1.CCc1ccc(cc1)Cl>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.00638545637
24	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Brc1ccccn1.Cc1ccc(cc1)N.COC(=O)c1ccno1.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1ccccn1	0.0980291595
25	c1ccc(cc1)CN(c1ccno1)Cc1ccccc1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)I.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>COc1ccc(cc1)Nc1ccc(cc1)C	0.33207418050000004
26	CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccno1.Brc1ccccn1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC>>Cc1ccc(cc1)Nc1ccccn1	0.3745572206
27	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Cc1ccon1.Ic1ccccn1.Cc1ccc(cc1)N>>Cc1ccc(cc1)Nc1ccccn1	0.6346127974
28	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Ic1ccccn1.Cc1ccc(cc1)N.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1onc(c1)C>>Cc1ccc(cc1)Nc1ccccn1	0.5110248957
29	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Ic1cccnc1.Cc1ccc(cc1)N.CCOC(=O)c1onc(c1)OC>>Cc1ccc(cc1)Nc1cccnc1	0.2722195897
30	FC(c1ccc(cc1)Br)(F)F.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.CCOC(=O)c1ccon1>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.40097232369999997
31	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Brc1ccccn1.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1ccco1>>Cc1ccc(cc1)Nc1ccccn1	0.7109717455000001
32	FC(c1ccc(cc1)Cl)(F)F.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1noc(c1)C>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.07764964199999999
33	c1ccc(cc1)CN(c1nocc1)Cc1ccccc1.FC(c1ccc(cc1)I)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.3790012178
34	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Fc1cccc(c1c1ccno1)F.Brc1cccnc1.Cc1ccc(cc1)N.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1cccnc1	0.2241656552
35	c1ccc(cc1)c1nocc1.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)I>>COc1ccc(cc1)Nc1ccc(cc1)C	0.5139664392000001
36	c1ccc2c(c1)noc2.CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccc(cc1)N.COc1ccc(cc1)Cl>>COc1ccc(cc1)Nc1ccc(cc1)C	0.0
37	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Ic1cccnc1.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1cccs1.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1cccnc1	0.2133105034
38	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.Cc1onc(c1)n1cccc1.CCc1ccc(cc1)Br>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.7155294754000001
39	FC(c1ccc(cc1)Cl)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1ccco1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.02443106533
40	c1ccc(cc1)c1nocc1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)I.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>COc1ccc(cc1)Nc1ccc(cc1)C	0.5463240731
41	FC(c1ccc(cc1)I)(F)F.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccc(cc1)N.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1onc(c1)C>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.4508048043
42	c1ccc(cc1)c1ccno1.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Ic1ccccn1.Cc1ccc(cc1)N>>Cc1ccc(cc1)Nc1ccccn1	0.9756849953
43	FC(c1ccc(cc1)Br)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Cc1ccc(cc1)N.CCOC(=O)c1noc(c1)C>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.38916903909999995
44	CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.Cc1onc(c1)n1cccc1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCc1ccc(cc1)I>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.7597219171999999
45	FC(c1ccc(cc1)Cl)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccon1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.1350296194
46	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Brc1cccnc1.Cc1ccc(cc1)N.CCOC(=O)c1ccon1>>Cc1ccc(cc1)Nc1cccnc1	0.2207470925
47	CN1CCCN2C1=NCCC2.Ic1cccnc1.Cc1ccc(cc1)N.Cc1onc(c1)C.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC>>Cc1ccc(cc1)Nc1cccnc1	0.9212702212
48	c1ccc2c(c1)onc2.Ic1cccnc1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1cccnc1	0.7404736649
49	CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.Cc1onc(c1)n1cccc1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)I>>COc1ccc(cc1)Nc1ccc(cc1)C	0.3970763397000001
50	Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1cccs1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCc1ccc(cc1)I.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.6689026204999999
51	FC(c1ccc(cc1)I)(F)F.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1ccco1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.4173289196
52	FC(c1ccc(cc1)I)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccc(cc1)N.CCOC(=O)c1onc(c1)C>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.46258380159999996
53	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Brc1cccnc1.Cc1ccc(cc1)N.CCOC(=O)c1onc(c1)C>>Cc1ccc(cc1)Nc1cccnc1	0.2651352578
54	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Cc1ccon1.Cc1ccc(cc1)N.CCc1ccc(cc1)I>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.6626745696999999
55	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Ic1ccccn1.Cc1ccc(cc1)N.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1onc(c1)C>>Cc1ccc(cc1)Nc1ccccn1	0.6620793624
56	FC(c1ccc(cc1)I)(F)F.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCOC(=O)c1conc1>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.2445376754
57	Cc1ccc(cc1)N.Cc1noc(c1)c1ccccc1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.COc1ccc(cc1)Br.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>COc1ccc(cc1)Nc1ccc(cc1)C	0.4667086698
58	CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1ccco1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCc1ccc(cc1)I>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.7357415684
59	CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Cc1ccno1.Cc1ccc(cc1)N.CCc1ccc(cc1)Cl.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.07911192524999999
60	Cc1ccc(cc1)N.Cc1onc(c1)C.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.COc1ccc(cc1)Br.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>COc1ccc(cc1)Nc1ccc(cc1)C	0.4781434881
61	CN1CCCN2C1=NCCC2.Cc1ccon1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.COc1ccc(cc1)Br>>COc1ccc(cc1)Nc1ccc(cc1)C	0.5010834683000001
62	c1ccc(cc1)c1conc1.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Ic1ccccn1.Cc1ccc(cc1)N.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1ccccn1	0.4008669181
63	FC(c1ccc(cc1)I)(F)F.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COC(=O)c1noc(c1)c1cccs1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.4515638688000001
64	c1ccc2c(c1)noc2.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.CCc1ccc(cc1)Br>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.2459821074
65	Cc1ccc(cc1)N.Cc1noc(c1)c1ccccc1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.COc1ccc(cc1)Cl.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>COc1ccc(cc1)Nc1ccc(cc1)C	0.0
66	Cc1ccc(cc1)N.COC(=O)c1ccno1.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC.CCc1ccc(cc1)I.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.16978386069999998
67	CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccc(cc1)N.COc1ccc(cc1)I.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C.CCOC(=O)c1onc(c1)C>>COc1ccc(cc1)Nc1ccc(cc1)C	0.49111432060000004
68	c1ccc(cc1)c1ccno1.CN(C(=NC(C)(C)C)N(C)C)C.Clc1cccnc1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC>>Cc1ccc(cc1)Nc1cccnc1	0.023447134249999998
69	FC(c1ccc(cc1)Br)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCOC(=O)c1noc(c1)C>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.4167771463
70	CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Ic1cccnc1.Cc1ccc(cc1)N.CCOC(=O)c1ccon1>>Cc1ccc(cc1)Nc1cccnc1	0.384179882
71	FC(c1ccc(cc1)I)(F)F.CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C.Cc1ccon1.Cc1ccc(cc1)N>>Cc1ccc(cc1)Nc1ccc(cc1)C(F)(F)F	0.5237811419
72	CN1CCCN2C1=NCCC2.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCc1ccc(cc1)I.CCOC(=O)c1onc(c1)OC>>CCc1ccc(cc1)Nc1ccc(cc1)C	0.7502467082
73	c1ccc(cc1)CN(c1nocc1)Cc1ccccc1.CN(C(=NC(C)(C)C)N(C)C)C.CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C.Cc1ccc(cc1)N.COc1ccc(cc1)I>>COc1ccc(cc1)Nc1ccc(cc1)C	0.4946765787
74	c1ccc(cc1)CN(c1ccno1)Cc1ccccc1.Brc1ccccn1.Cc1ccc(cc1)N.COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC.CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C>>Cc1ccc(cc1)Nc1ccccn1	0.3712306374
